id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,city
o,https://adresowo.pl/o/mieszkanie-gdansk-oliwa-ul-swierkowa-5-pokojowe-t7e5w6,ponad miesiąc temu,10,Gdańsk Oliwa,ul. Świerkowa,Apartment,5,62,Bez pośredników,639000,10306,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-pogorze-ul-pplk-ignacego-szpunara-3-pokojowe-x0j2p2,ponad miesiąc temu,2,Gdynia Pogórze,ul. ppłk. Ignacego Szpunara,Apartment,3,60,Bez pośredników,485000,8083,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-morena-ul-mysliwska-3-pokojowe-e9h1d1,ponad miesiąc temu,11,Gdańsk Morena,ul. Myśliwska,Apartment,3,64,Bez pośredników,1055000,16484,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dabrowa-ul-koperkowa-2-pokojowe-p2t2k1,ponad miesiąc temu,16,Gdynia Dąbrowa,ul. Koperkowa,Apartment,2,47,Oferta biura nieruchomości,725000,15426,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-ul-subislawa-1-pokoj-q5p0p5,ponad miesiąc temu,1,Gdańsk Żabianka,ul. Subisława,Apartment,1,31,Oferta biura nieruchomości,449000,14484,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-maly-kack-ul-strzelcow-2-pokojowe-f0d5n5,ponad miesiąc temu,18,Gdynia Mały Kack,ul. Strzelców,Apartment,2,52,Bez pośredników,714000,13731,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-tartaczna-2-pokojowe-n7x1d8,ponad miesiąc temu,25,Gdańsk Śródmieście,ul. Tartaczna,Apartment,2,46,Bez pośredników,1131600,24573,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-jozefa-bema-1-pokoj-a7q6u7,ponad miesiąc temu,5,Gdynia Śródmieście,ul. Józefa Bema,Apartment,1,29,Bez pośredników,499000,17509,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-podgorska-3-pokojowe-x3b5v5,ponad miesiąc temu,10,Gdynia Obłuże,ul. Podgórska,Apartment,3,61,Oferta biura nieruchomości,560000,9180,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-3-pokojowe-g0c3o7,ponad miesiąc temu,15,Gdańsk Letnica,ul. Starowiejska,Apartment,3,65,Oferta biura nieruchomości,1140000,17601,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-kazimierza-leskiego-2-pokojowe-w4q2c2,3 dni temu,12,Gdańsk Jasień,ul. Kazimierza Leskiego,Apartment,2,41,Bez pośredników,639000,15582,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-kowalska-2-pokojowe-v0w0e2,ponad miesiąc temu,9,Gdańsk,ul. Kowalska,Apartment,2,40,Bez pośredników,999000,24894,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-3-pokojowe-t0j1h9,ponad miesiąc temu,16,Gdańsk Letnica,ul. Starowiejska,Apartment,3,64,Bez pośredników,1147000,17922,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dabrowa-ul-mietowa-2-pokojowe-d2i3s6,ponad miesiąc temu,11,Gdynia Dąbrowa,ul. Miętowa,Apartment,2,34,Bez pośredników,560000,16427,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-starowiejska-3-pokojowe-l6q8l5,ponad miesiąc temu,15,Gdańsk Letnica,ul. Starowiejska,Apartment,3,65,Oferta biura nieruchomości,1080000,16674,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-stogi-ul-wilhelma-stryjewskiego-2-pokojowe-v7z8o9,ponad miesiąc temu,11,Gdańsk Stogi,ul. Wilhelma Stryjewskiego,Apartment,2,38,Oferta biura nieruchomości,570000,15000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-chylonia-ul-morska-2-pokojowe-q7k8l7,ponad miesiąc temu,20,Gdynia Chylonia,ul. Morska,Apartment,2,45,Bez pośredników,590000,13258,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-ul-mikolaja-reja-1-pokoj-d5a1f3,ponad miesiąc temu,6,Gdynia Wzgórze Świętego Maksymiliana,ul. Mikołaja Reja,Apartment,1,22,Bez pośredników,350000,15909,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-osiedle-pogodne-ul-anny-jagiellonki-2-pokojowe-l6a8s3,ponad miesiąc temu,14,Gdańsk Osiedle Pogodne,ul. Anny Jagiellonki,Apartment,2,43,Bez pośredników,625000,14501,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-nowy-port-ul-marynarki-polskiej-2-pokojowe-g8o6e6,ponad miesiąc temu,12,Gdańsk Nowy Port,ul. Marynarki Polskiej,Apartment,2,57,Oferta biura nieruchomości,569000,9982,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-seweryna-goszczynskiego-2-pokojowe-n3e1a7,ponad miesiąc temu,9,Gdańsk Siedlce,ul. Seweryna Goszczyńskiego,Apartment,2,51,Oferta biura nieruchomości,659000,12957,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-morska-2-pokojowe-t7l8g4,ponad miesiąc temu,6,Gdynia Grabówek,ul. Morska,Apartment,2,56,Bez pośredników,679000,12125,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-sopot-ul-gen-wladyslawa-andersa-6-pokojowe-k2o7c1,ponad miesiąc temu,15,Sopot,ul. gen. Władysława Andersa,Apartment,6,123,Bez pośredników,1595000,12967,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-wielki-kack-ul-gryfa-pomorskiego-2-pokojowe-x2c3c5,ponad miesiąc temu,15,Gdynia Wielki Kack,ul. Gryfa Pomorskiego,Apartment,2,49,Bez pośredników,699000,14294,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-siedlce-ul-skarpowa-2-pokojowe-o9j3p6,ponad miesiąc temu,10,Gdańsk Siedlce,ul. Skarpowa,Apartment,2,53,Oferta biura nieruchomości,559000,10488,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-obluze-ul-plk-stanislawa-dabka-3-pokojowe-g1w0t2,ponad miesiąc temu,15,Gdynia Obłuże,ul. płk. Stanisława Dąbka,Apartment,3,66,Oferta biura nieruchomości,510000,7727,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-piastowska-2-pokojowe-a9x5y8,ponad miesiąc temu,8,Gdańsk,ul. Piastowska,Apartment,2,40,Bez pośredników,649000,16064,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-walowa-2-pokojowe-f2k1q2,ponad miesiąc temu,13,Gdańsk Śródmieście,ul. Wałowa,Apartment,2,45,Bez pośredników,999000,22200,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-al-jana-pawla-ii-3-pokojowe-o6c0v4,ponad miesiąc temu,20,Gdańsk Zaspa,al. Jana Pawła II,Apartment,3,71,Bez pośredników,1390000,19655,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-antoniego-lendziona-3-pokojowe-i7j1d2,ponad miesiąc temu,14,Gdańsk Wrzeszcz,ul. Antoniego Lendziona,Apartment,3,82,Oferta biura nieruchomości,1250000,15300,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-jasien-ul-kazimierza-leskiego-2-pokojowe-f2v0c5,ponad miesiąc temu,19,Gdańsk Jasień,ul. Kazimierza Leskiego,Apartment,2,44,Oferta biura nieruchomości,629000,14394,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-oksywie-ul-benislawskiego-3-pokojowe-f6c2t3,ponad miesiąc temu,37,Gdynia Oksywie,ul. Benisławskiego,Apartment,3,55,Bez pośredników,660000,12083,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-kazimierza-wielkiego-2-pokojowe-g6h8j7,ponad miesiąc temu,8,Gdańsk Orunia,ul. Kazimierza Wielkiego,Apartment,2,40,Bez pośredników,540000,13605,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-matemblewo-ul-zielone-wzgorze-3-pokojowe-w9y2y6,ponad miesiąc temu,20,Gdańsk Matemblewo,ul. Zielone Wzgórze,Apartment,3,79,Bez pośredników,1270000,16076,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ujescisko-ul-czestochowska-2-pokojowe-r0d8u2,ponad miesiąc temu,13,Gdańsk Ujeścisko,ul. Częstochowska,Apartment,2,49,Oferta biura nieruchomości,599000,12351,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-ul-adama-mickiewicza-2-pokojowe-u6x3d5,ponad miesiąc temu,9,Sopot,ul. Adama Mickiewicza,Apartment,2,39,Oferta biura nieruchomości,719000,18436,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-osowa-3-pokojowe-80-m2-a4x9b5,ponad miesiąc temu,3,Gdańsk Osowa,,Apartment,3,80,Bez pośredników,1199000,14988,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-karczemki-ul-storczykowa-3-pokojowe-k9x4d0,ponad miesiąc temu,12,Gdańsk Karczemki,ul. Storczykowa,Apartment,3,59,Bez pośredników,700000,11931,Gdańsk
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-ul-kazimierza-kruczkowskiego-2-pokojowe-e0x4m5,ponad miesiąc temu,7,Gdynia Karwiny,ul. Kazimierza Kruczkowskiego,Apartment,2,52,Bez pośredników,489000,9422,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-lakowa-3-pokojowe-y8p0i1,ponad miesiąc temu,10,Gdańsk Śródmieście,ul. Łąkowa,Apartment,3,81,Oferta biura nieruchomości,1199000,14802,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-ul-zulawska-2-pokojowe-r5y3s8,ponad miesiąc temu,10,Gdańsk Orunia,ul. Żuławska,Apartment,2,43,Oferta biura nieruchomości,349000,8094,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-ul-jana-matejki-2-pokojowe-r2h4j2,ponad miesiąc temu,12,Gdynia Wzgórze Świętego Maksymiliana,ul. Jana Matejki,Apartment,2,38,Bez pośredników,599000,15763,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-kielpinek-ul-sympatyczna-4-pokojowe-i3i5t2,ponad miesiąc temu,6,Gdańsk Kiełpinek,ul. Sympatyczna,Apartment,4,56,Bez pośredników,699000,12482,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-cisowa-ul-chylonska-3-pokojowe-i0w9y4,ponad miesiąc temu,20,Gdynia Cisowa,ul. Chylońska,Apartment,3,61,Bez pośredników,635000,10410,Gdynia
,,,,,,Apartment,,,Pośrednik,,,
,,,,,,Apartment,,,Pośrednik,,,
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-letnicka-2-pokojowe-e7m2x3,ponad miesiąc temu,12,Gdańsk Letnica,ul. Letnicka,Apartment,2,26,Oferta biura nieruchomości,555000,21354,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-zabianka-al-grunwaldzka-3-pokojowe-f2q0u8,ponad miesiąc temu,12,Gdańsk Żabianka,al. Grunwaldzka,Apartment,3,56,Oferta biura nieruchomości,649000,11548,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-orunia-gorna-ul-kazimierza-wielkiego-3-pokojowe-g2e9d6,ponad miesiąc temu,18,Gdańsk Orunia Górna,ul. Kazimierza Wielkiego,Apartment,3,53,Bez pośredników,750000,14231,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-karwiny-ul-poli-gojawiczynskiej-3-pokojowe-l8a5l3,ponad miesiąc temu,8,Gdynia Karwiny,ul. Poli Gojawiczyńskiej,Apartment,3,60,Bez pośredników,585000,9685,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-siennicka-3-pokojowe-l2p8w7,ponad miesiąc temu,7,Gdańsk,ul. Siennicka,Apartment,3,46,Bez pośredników,599000,13022,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-mlyniska-ul-twarda-1-pokoj-f8q4j5,ponad miesiąc temu,6,Gdańsk Młyniska,ul. Twarda,Apartment,1,25,Oferta biura nieruchomości,328806,13089,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dabrowa-ul-milkowa-3-pokojowe-o2f2z6,ponad miesiąc temu,19,Gdynia Dąbrowa,ul. Miłkowa,Apartment,3,65,Oferta biura nieruchomości,580000,8882,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-sw-barbary-3-pokojowe-l9s5w0,ponad miesiąc temu,16,Gdańsk Śródmieście,ul. św. Barbary,Apartment,3,71,Bez pośredników,1470000,20661,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-chelm-2-pokojowe-44-m2-p8y3k0,ponad miesiąc temu,13,Gdańsk Chełm,,Apartment,2,45,Bez pośredników,639000,14360,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-stara-stocznia-2-pokojowe-k0a0v4,ponad miesiąc temu,11,Gdańsk Śródmieście,ul. Stara Stocznia,Apartment,2,50,Bez pośredników,1280000,25600,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-gen-jozefa-hallera-2-pokojowe-a4e9z2,ponad miesiąc temu,20,Gdańsk Wrzeszcz,al. gen. Józefa Hallera,Apartment,2,49,Oferta biura nieruchomości,1060000,21479,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jana-kilinskiego-3-pokojowe-q2o1e2,ponad miesiąc temu,23,Gdańsk Wrzeszcz,ul. Jana Kilińskiego,Apartment,3,55,Oferta biura nieruchomości,1380000,25182,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-grunwaldzka-4-pokojowe-y9h0f9,ponad miesiąc temu,18,Gdańsk Wrzeszcz,al. Grunwaldzka,Apartment,4,77,Bez pośredników,1369000,17779,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-niedzwiednik-ul-lesna-gora-3-pokojowe-b2s8o8,ponad miesiąc temu,12,Gdańsk Niedźwiednik,ul. Leśna Góra,Apartment,3,62,Bez pośredników,729000,11739,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-klonowa-3-pokojowe-d6z2h0,ponad miesiąc temu,5,Gdańsk Wrzeszcz,ul. Klonowa,Apartment,3,60,Bez pośredników,730000,12167,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-4-pokojowe-96-m2-h8c1m7,ponad miesiąc temu,21,Gdańsk Śródmieście,,Apartment,4,97,Oferta biura nieruchomości,2124320,22000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-topolowa-3-pokojowe-i6m0d9,ponad miesiąc temu,19,Gdańsk Wrzeszcz,ul. Topolowa,Apartment,3,70,Oferta biura nieruchomości,679000,9700,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-torunska-2-pokojowe-j8x7x1,ponad miesiąc temu,20,Gdańsk Śródmieście,ul. Toruńska,Apartment,2,56,Bez pośredników,1280000,23022,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-pohulanka-2-pokojowe-v0x5c8,ponad miesiąc temu,10,Gdańsk Śródmieście,ul. Pohulanka,Apartment,2,40,Bez pośredników,730000,18250,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-ul-wladyslawa-jagielly-2-pokojowe-b8j0q1,ponad miesiąc temu,1,Gdańsk,ul. Władysława Jagiełły,Apartment,2,40,Bez pośredników,469000,11725,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-zielony-trojkat-3-pokojowe-e9c9t7,ponad miesiąc temu,8,Gdańsk Wrzeszcz,ul. Zielony Trójkąt,Apartment,3,53,Oferta biura nieruchomości,669000,12528,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-jaskowa-dolina-1-pokoj-n6j0y5,ponad miesiąc temu,19,Gdańsk Wrzeszcz,ul. Jaśkowa Dolina,Apartment,1,23,Oferta biura nieruchomości,465000,19872,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-sw-piotra-2-pokojowe-h5v8r3,ponad miesiąc temu,7,Gdynia Śródmieście,ul. św. Piotra,Apartment,2,52,Bez pośredników,1030000,19950,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-al-gen-jozefa-hallera-4-pokojowe-f5a8r7,ponad miesiąc temu,16,Gdańsk Wrzeszcz,al. gen. Józefa Hallera,Apartment,4,71,Bez pośredników,1339000,18859,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-sw-piotra-4-pokojowe-n0w1a1,ponad miesiąc temu,15,Gdynia Śródmieście,ul. św. Piotra,Apartment,4,90,Bez pośredników,2150000,23786,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-srodmiescie-ul-jana-z-kolna-4-pokojowe-e2n2n8,ponad miesiąc temu,7,Gdynia Śródmieście,ul. Jana z Kolna,Apartment,4,114,Oferta biura nieruchomości,2250000,19678,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-zaspa-ul-pilotow-3-pokojowe-g0o6h9,ponad miesiąc temu,10,Gdańsk Zaspa,ul. Pilotów,Apartment,3,56,Oferta biura nieruchomości,770000,13677,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-kamienny-potok-ul-wejherowska-2-pokojowe-t6q5q4,ponad miesiąc temu,19,Sopot Kamienny Potok,ul. Wejherowska,Apartment,2,37,Bez pośredników,730000,19929,Sopot
o,https://adresowo.pl/o/mieszkanie-gdynia-witomino-ul-konwaliowa-1-pokoj-q3h2v6,ponad miesiąc temu,13,Gdynia Witomino,ul. Konwaliowa,Apartment,1,26,Bez pośredników,380000,14615,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-grabowek-ul-stefana-okrzei-3-pokojowe-j0i4e7,ponad miesiąc temu,11,Gdynia Grabówek,ul. Stefana Okrzei,Apartment,3,45,Bez pośredników,839000,18644,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-boleslawa-chrobrego-2-pokojowe-h8k9p0,ponad miesiąc temu,8,Gdańsk Wrzeszcz,ul. Bolesława Chrobrego,Apartment,2,56,Oferta biura nieruchomości,769000,13732,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-suchanino-3-pokojowe-52-m2-c6f3t4,ponad miesiąc temu,8,Gdańsk Suchanino,,Apartment,3,52,Oferta biura nieruchomości,690000,13193,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-stare-miasto-ul-browarna-1-pokoj-c7d4i9,ponad miesiąc temu,11,Gdańsk Stare Miasto,ul. Browarna,Apartment,1,38,Bez pośredników,798000,21000,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-leszczynki-ul-jana-dantyszka-2-pokojowe-r4e7v8,ponad miesiąc temu,8,Gdynia Leszczynki,ul. Jana Dantyszka,Apartment,2,32,Bez pośredników,440000,13682,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-jelitkowo-ul-wypoczynkowa-2-pokojowe-t9w0x2,ponad miesiąc temu,8,Gdańsk Jelitkowo,ul. Wypoczynkowa,Apartment,2,33,Bez pośredników,1390000,42121,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-chlodna-3-pokojowe-f9k5a5,ponad miesiąc temu,6,Gdańsk Śródmieście,ul. Chłodna,Apartment,3,46,Oferta biura nieruchomości,509000,11065,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-orlowo-al-zwyciestwa-2-pokojowe-n2q2d9,ponad miesiąc temu,18,Gdynia Orłowo,al. Zwycięstwa,Apartment,2,55,Oferta biura nieruchomości,999000,18016,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-wzgorze-swietego-maksymiliana-al-marsz-pilsudskiego-2-pokojowe-y5n3m9,ponad miesiąc temu,1,Gdynia Wzgórze Świętego Maksymiliana,al. marsz. Piłsudskiego,Apartment,2,62,Bez pośredników,1050000,16935,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-letnica-ul-letnicka-3-pokojowe-g4i3h6,ponad miesiąc temu,31,Gdańsk Letnica,ul. Letnicka,Apartment,3,63,Bez pośredników,960000,15238,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-wrzeszcz-ul-romana-dmowskiego-2-pokojowe-r6l6a3,ponad miesiąc temu,8,Gdańsk Wrzeszcz,ul. Romana Dmowskiego,Apartment,2,66,Bez pośredników,859000,13015,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-orlowo-al-zwyciestwa-4-pokojowe-k3f8g3,ponad miesiąc temu,22,Gdynia Orłowo,al. Zwycięstwa,Apartment,4,83,Oferta biura nieruchomości,1499000,17995,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdynia-maly-kack-ul-siedlecka-7-pokojowe-t8y2k3,ponad miesiąc temu,21,Gdynia Mały Kack,ul. Siedlecka,Apartment,7,127,Oferta biura nieruchomości,1150000,9055,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-piwna-2-pokojowe-j3n9o0,ponad miesiąc temu,20,Gdańsk Śródmieście,ul. Piwna,Apartment,2,45,Bez pośredników,1090000,24412,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-dzialki-lesne-ul-warszawska-2-pokojowe-e0n3c1,ponad miesiąc temu,7,Gdynia Działki Leśne,ul. Warszawska,Apartment,2,46,Bez pośredników,599000,13136,Gdynia
o,https://adresowo.pl/o/mieszkanie-sopot-ul-wladyslawa-lokietka-4-pokojowe-h0v3f8,ponad miesiąc temu,20,Sopot,ul. Władysława Łokietka,Apartment,4,110,Bez pośredników,2900000,26364,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-dlugie-ogrody-3-pokojowe-d7l1u2,ponad miesiąc temu,7,Gdańsk Śródmieście,ul. Długie Ogrody,Apartment,3,53,Oferta biura nieruchomości,799000,15075,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przerobka-ul-teofila-lenartowicza-2-pokojowe-v8n8l5,ponad miesiąc temu,14,Gdańsk Przeróbka,ul. Teofila Lenartowicza,Apartment,2,56,Oferta biura nieruchomości,555000,9982,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przymorze-ul-obroncow-wybrzeza-3-pokojowe-g2y9i4,ponad miesiąc temu,13,Gdańsk Przymorze,ul. Obrońców Wybrzeża,Apartment,3,58,Bez pośredników,1500000,25795,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-przerobka-ul-bajki-2-pokojowe-f1a2d6,ponad miesiąc temu,10,Gdańsk Przeróbka,ul. Bajki,Apartment,2,40,Bez pośredników,520000,12951,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-sopot-dolny-ul-gen-jaroslawa-dabrowskiego-3-pokojowe-g6s4c8,ponad miesiąc temu,12,Sopot Sopot Dolny,ul. gen. Jarosława Dąbrowskiego,Apartment,3,69,Bez pośredników,1050000,15284,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-zakoniczyn-ul-konrada-guderskiego-3-pokojowe-i1j9a0,ponad miesiąc temu,10,Gdańsk Zakoniczyn,ul. Konrada Guderskiego,Apartment,3,65,Oferta biura nieruchomości,799000,12311,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-niepolomicka-2-pokojowe-e9g0m5,ponad miesiąc temu,13,Gdańsk Łostowice,ul. Niepołomicka,Apartment,2,41,Oferta biura nieruchomości,460000,11247,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-leszczynki-ul-gen-orlicz-dreszera-3-pokojowe-l2i8f6,ponad miesiąc temu,16,Gdynia Leszczynki,ul. gen. Orlicz-Dreszera,Apartment,3,68,Bez pośredników,731000,10750,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-ks-jerzego-popieluszki-3-pokojowe-r6c4g5,ponad miesiąc temu,16,Gdańsk Śródmieście,ul. ks. Jerzego Popiełuszki,Apartment,3,68,Bez pośredników,1836000,26842,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdynia-kamienna-gora-ul-obroncow-wybrzeza-2-pokojowe-c0s9o8,ponad miesiąc temu,10,Gdynia Kamienna Góra,ul. Obrońców Wybrzeża,Apartment,2,51,Bez pośredników,795000,15588,Gdynia
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-sluza-3-pokojowe-w5v3o5,ponad miesiąc temu,13,Gdańsk Śródmieście,ul. Śluza,Apartment,3,50,Oferta biura nieruchomości,799000,15929,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-dluga-grobla-3-pokojowe-y8z4q8,ponad miesiąc temu,9,Gdańsk Śródmieście,ul. Długa Grobla,Apartment,3,57,Oferta biura nieruchomości,1200000,21053,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-szopy-1-pokoj-v4h4n6,ponad miesiąc temu,15,Gdańsk Śródmieście,ul. Szopy,Apartment,1,17,Bez pośredników,421000,24765,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-walowa-1-pokoj-u1f9m0,ponad miesiąc temu,8,Gdańsk Śródmieście,ul. Wałowa,Apartment,1,23,Bez pośredników,519000,22565,Gdańsk
o,https://adresowo.pl/o/mieszkanie-sopot-kamienny-potok-ul-jozefa-kraszewskiego-3-pokojowe-x4p3b5,ponad miesiąc temu,14,Sopot Kamienny Potok,ul. Józefa Kraszewskiego,Apartment,3,51,Bez pośredników,799000,15667,Sopot
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-hokejowa-2-pokojowe-i4u2e7,ponad miesiąc temu,13,Gdańsk Łostowice,ul. Hokejowa,Apartment,2,41,Oferta biura nieruchomości,440000,10755,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-lostowice-ul-hokejowa-2-pokojowe-z7l9e6,ponad miesiąc temu,13,Gdańsk Łostowice,ul. Hokejowa,Apartment,2,42,Oferta biura nieruchomości,440000,10526,Gdańsk
o,https://adresowo.pl/o/mieszkanie-gdansk-srodmiescie-ul-sienna-grobla-3-pokojowe-r1e7c6,ponad miesiąc temu,17,Gdańsk Śródmieście,ul. Sienna Grobla,Apartment,3,81,Bez pośredników,1999000,24679,Gdańsk
